标题,标题链接,缩略图,曝光价格,曝光价格累计平均数,交易数,位置,综合排名
美的智行变频空调立式2匹柜机客厅家用冷暖柜式落地2p智能家电MJA,https://detail.tmall.com/item.htm?id=618505572636&ns=1&abbucket=6,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1595477379/O1CN01jwBnrc24NdEE1PIN6_!!2-item_pic.png_460x460Q90.jpg_.webp,4299,3171.124738,155,广东 佛山,534
志高KF-26GW/A169+A5G单冷大1P一匹空调卧室节能壁挂式挂机新能效,https://detail.tmall.com/item.htm?id=592140898770&ns=1&abbucket=6,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2200807180823/O1CN01mmceRD1HwycdvZ1We_!!0-item_pic.jpg_460x460Q90.jpg_.webp,1549,3168.092729,36,广东 深圳,535
科龙 大2匹新一级变频空调立式家用冷暖智能静音落地柜机50MF2,https://detail.tmall.com/item.htm?id=615634539032&ns=1&abbucket=6,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1060831536/O1CN01wiiCFd1NDX19pfQDQ_!!2-item_pic.png_460x460Q90.jpg_.webp,5099,3171.695168,1,广东 广州,536
TCL 2P匹壁挂式空调挂机定频冷暖型定速家用挂机3匹挂式空调,https://item.taobao.com/item.htm?id=605708657750&ns=1&abbucket=6#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/810963697/O1CN01sZFFgv1dBGulGVX0E_!!810963697.jpg_460x460Q90.jpg_.webp,2499,3170.442477,8,浙江 杭州,537
美的空调柜机立式大3匹2匹/P智行柜式华凌客厅落地式圆柱冷暖变频,https://item.taobao.com/item.htm?id=638413057289&ns=1&abbucket=6#detail,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2200757317076/O1CN01byGbWc228rDo30go5_!!2200757317076.jpg_460x460Q90.jpg_.webp,3499,3171.053178,8,广东 佛山,538
康标konbuy烘干机家用小型宝宝衣服速干衣风干机烘衣机杀菌干衣机,https://click.simba.taobao.com/cc_im?p=%BC%D2%D3%C3%BF%D5%B5%F7&s=291261004&k=545&e=2yG6uKlvjWhf1GCM8MOFw%2FjwHJ8eiKfxKTCyABQdQNKHbPR47VL8wbIUnVk4VAfF8B%2BRUoumciwa480h89dTttZvNFaxb%2B0YVwpnF0d7T7%2FWQUNSmtdXNktJwIFTZU%2Farr%2BWuqu50QcneoJRCXRxbcNOO1chIEVK4htzgVhL%2FnCzYy8Dw7VcIRS31Mt0eseKEBRG3eAMyRaGE5ETW6CqJ3EtD0EQNg1FOYe9vzkXY0fpT5yqC9Ft%2BU0JuS84WVCYCfcrU2Um5Hw6Yj5AKBhoJYHekwn82J8wlIWNudt3BE2oFFMuysHIhBJnXVbUQLGkNgC%2BFiAK6A1lvViTcZuokDLQog0xD%2FBhOsP0peuEbjuEdcfaBeD%2Bi51IAsKpMEHS%2Fwikn29h%2Bnwwyap97Vg9kFlIPgDSh7bTEuqFi6uPKKUvslpVWIdiIMl%2F%2BWwZeGduATJlGLapPpXZJYagYBgYMigAR%2BPwYYWMsJYsuvzxgxQ7Qe%2F8NzegBSh0zeVWa5nyWbcMuNaXJvyBTfc0dvwnkaUFppN4GpCW,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/50011288/O1CN01UtW8xF1LNwnPmPqAX_!!0-saturn_solar.jpg_460x460Q90.jpg_.webp,2480,3169.771076,0,广东 江门,539
万和50升Q1储水式速热电热水器电家用卫生间40L洗澡小型即热式60L,https://click.simba.taobao.com/cc_im?p=%BC%D2%D3%C3%BF%D5%B5%F7&s=291261004&k=569&e=FgYeKBq4%2F%2Btf1GCM8MOFw%2FjwHJ8eiKfxKTCyABQdQNKHbPR47VL8wbIUnVk4VAfF8B%2BRUoumciwdiRmijAzJ6ou7XMoCBJFvCKvcr4ufOP%2FWQUNSmtdXNktJwIFTZU%2Farr%2BWuqu50QcneoJRCXRxbcNOO1chIEVK4htzgVhL%2FnCzYy8Dw7VcIRS31Mt0eseKEBRG3eAMyRaGE5ETW6CqJxtXf9EtPB8YFSC1JWKz0G%2BmNAZ8QZRcZVajYWZfLBSMM2kFtwdMIH6%2FNJXgjTUuSYnficVGeBoJJBVdWsgeVsW7kUbvTwvG4vFmnPk%2FeTaiBZ5dgcNsDYt5VyAxAYDruKxAMJn0SydLf4%2FUX9oL8hfPtmXE9VMlLGv8X1bHJQI3RgiXXUIvn%2B6MXyVRC%2F79w%2BFGZYGtfmMiATebbuNy6JSW%2BCLEGfpNdZhea93t0aqABppwrQme5PbGrKnCueuucqiSTWhjMJTcLjjjH%2BB7mkz5JBPDgvqX1%2BkpVo0uSaewm2pChAcUfG9IqAETEsyZUGlz7yMxmrUXwMS7t8I1suWXnXAWPO%2BmDg%3D%3D,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/40856271/O1CN01wRPkWw1wCAOFZNcwL_!!0-saturn_solar.jpg_460x460Q90.jpg_.webp,549,,2909,广东 佛山,540
美的60升V3S-G电热水器电家用卫生间速热出水断电智能家电洗澡80l,https://click.simba.taobao.com/cc_im?p=%BC%D2%D3%C3%BF%D5%B5%F7&s=291261004&k=557&e=rNUAi8%2FFgHhf1GCM8MOFw%2FjwHJ8eiKfxKTCyABQdQNKHbPR47VL8wbIUnVk4VAfF8B%2BRUoumcixAPoridRlarBpzvhXkhKUtVwpnF0d7T7%2FWQUNSmtdXNktJwIFTZU%2Farr%2BWuqu50QcneoJRCXRxbcNOO1chIEVK4htzgVhL%2FnCzYy8Dw7VcIRS31Mt0eseKEBRG3eAMyRaGE5ETW6CqJ3EtD0EQNg1FOYe9vzkXY0fpT5yqC9Ft%2BU0JuS84WVCYxCcvChMpP55Xei0wRuzROmVf9LGN3TTAK7erS0OYpzJ6WWyFIoNRqzhCmE%2BOejrU6P4LARE%2BrsaJakMA17s0WhkMJ5Hswp2gvA5eUGt1OsQrQdz8wTkDERQf2TuzDW2Yv1dowPqgLGZygdMHoc7gYDFyl62vrr2ZRpq9wUB%2BQgT3Tvb6HSRnqIC5%2Bp9FP3PA1bl9I0LicGigq%2B12YuuoeAwvsd7K0nI%2BnRKz0tkuk6gjFxgzwmQClWdWWp2%2B9qM9oBUQOYXRnXF4imSiNCRR%2F7aGt2OqrPRyhQzwY%2BTfz0U%3D,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/13092455/O1CN010Ch6Qp1U0R0GUzj7d_!!2-saturn_solar.png_460x460Q90.jpg_.webp,3199,3164.980795,133,广东 佛山,541
美的空调柜机立式大3匹2匹/P智行柜式华凌客厅落地式圆柱冷暖变频,https://item.taobao.com/item.htm?id=638413057289&ns=1&abbucket=6#detail,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2200757317076/O1CN01byGbWc228rDo30go5_!!2200757317076.jpg_460x460Q90.jpg_.webp,3499,3165.597066,8,广东 佛山,542
Gree/格力KFR-72LW 3匹变频智能客厅立式空调节能冷暖柜机官方,https://detail.tmall.com/item.htm?id=559333863877&ns=1&abbucket=6,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/3079263591/O1CN01mhBXbF1cOivxQSP7h_!!2-item_pic.png_460x460Q90.jpg_.webp,8699,3175.787495,2,广东 珠海,543
全国联保节能窗式空调窗机单冷冷暖1匹1.5p2匹3P移动窗口式一体机,https://item.taobao.com/item.htm?id=613481616873&ns=1&abbucket=6#detail,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2206613221304/O1CN01UG8iSB1LVH6VnDzJX_!!2206613221304.jpg_460x460Q90.jpg_.webp,780,3171.383474,43,广东 广州,544
东宝家用冷暖空调1P大1.5p2匹壁挂式机单冷节能静音省电铜管联保,https://item.taobao.com/item.htm?id=638412242423&ns=1&abbucket=6#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/3432427380/O1CN01X2lym624O5cnMBymH_!!3432427380.jpg_460x460Q90.jpg_.webp,959,3167.324055,47,浙江 宁波,545
海尔空调立式2/3P匹一级节能立式圆柱空调家用冷暖客厅自清洁柜机,https://detail.tmall.com/item.htm?id=618041711806&ns=1&abbucket=6,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2201271512021/O1CN01eSed5Y1Qnf6vwICBy_!!0-item_pic.jpg_460x460Q90.jpg_.webp,4199,3169.213571,18,河南 郑州,546
【0元安装】海尔家用客厅空调全直流变频风管机中央空调3匹一拖一,https://item.taobao.com/item.htm?id=614518483539&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,5449,3173.381371,13,山东 青岛,547
格力空调大3匹大2匹一级冷暖变频柜机客厅家用云逸云锦官网旗舰店,https://item.taobao.com/item.htm?id=626609053697&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,4599,3175.982865,31,广东 珠海,548
美的空调大1p/大1.5匹冷暖家用挂机一级变频卧室静音省电壁挂式,https://item.taobao.com/item.htm?id=614191807691&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,1200,3172.383625,28,广东 佛山,549
奥克斯大1.5匹变频新一级能效节能1P家用空调壁挂机2/3匹立式旗舰,https://item.taobao.com/item.htm?id=602681010410&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,1299,3168.977473,28,浙江 杭州,550
DAIKIN/大金中央空调家用一拖三3匹多联机 中小户型VRV-B舒适款,https://detail.tmall.com/item.htm?id=619967424909&ns=1&abbucket=6,https://g.alicdn.com/s.gif,34500,3225.839583,11,上海,551
小米空调X 大1.5匹变频新一级能效 智能冷暖室内小型挂机空调官网,https://detail.tmall.com/item.htm?id=616400924680&ns=1&abbucket=6,https://g.alicdn.com/s.gif,2399,3224.341685,4,北京,552
美的可移动空调冷暖一体机大1匹1.5匹家用单冷小型便携立式免安装,https://item.taobao.com/item.htm?id=619196450767&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,1299,3220.860054,13,广东 佛山,553
TCL空调柜机大2/大3匹节能变频一级智能冷暖家用立式客厅圆柱新款,https://item.taobao.com/item.htm?id=635143144657&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,2678,3219.880162,46,广东 佛山,554
新能效一级美的智行3匹72YH200冷暖客厅立式柜机智能家电变频空调,https://detail.tmall.com/item.htm?id=622849671710&ns=1&abbucket=6,https://g.alicdn.com/s.gif,6299,3225.428126,34,安徽 合肥,555
美的华凌空调新一级能效变频挂机大一匹1.5匹2匹冷暖小型宿舍半价,https://item.taobao.com/item.htm?id=633347254346&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,999,3221.423759,54,江苏 南京,556
Midea/美的 KFR-72LW/N8MJA3大3匹变频冷暖圆柱空调客厅柜机智行,https://item.taobao.com/item.htm?id=621041336774&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,4699,3224.076499,15,广东 佛山,557
美的空调挂机大1.5匹1P智能变频一级节能壁挂式冷暖华凌家用卧室,https://item.taobao.com/item.htm?id=603970692226&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,859,3219.838011,38,广东 佛山,558
Haier/海尔 风管机家用大2P匹冷暖嵌入式中央空调一拖一卡机,https://detail.tmall.com/item.htm?id=547707735739&ns=1&abbucket=6,https://g.alicdn.com/s.gif,3599,3220.516297,10,安徽 宣城,559
云米空调智能壁挂式挂机变频冷暖大1.5匹家用旗舰店新1级Smart1X,https://detail.tmall.com/item.htm?id=627626263812&ns=1&abbucket=6,https://g.alicdn.com/s.gif,2799,3219.763589,1,广东 佛山,560
Haier/海尔 2匹变频立式空调柜机客厅家用旗舰店KFR-50LW/07EDS83,https://detail.tmall.com/item.htm?id=615575984326&ns=1&abbucket=6,https://g.alicdn.com/s.gif,3999,3221.152602,69,山东 青岛,561
小超人2匹变频冷暖立式空调柜机家用KFR-50LW/07FEE83XU1,https://detail.tmall.com/item.htm?id=613807073991&ns=1&abbucket=6,https://g.alicdn.com/s.gif,3999,3222.536673,92,山东 青岛,562
美的客厅空调大3匹全直流变频风管机家用中央空调集成智能家电KFR,https://detail.tmall.com/item.htm?id=604853724802&ns=1&abbucket=6,https://g.alicdn.com/s.gif,8399,3231.731101,4,江苏 南京,563
海尔厨房专用空调1.5匹直流变频集成中央空调家用风管机KFR-32NW,https://detail.tmall.com/item.htm?id=610652138319&ns=1&abbucket=6,https://g.alicdn.com/s.gif,7949,3240.095053,2,江苏 南京,564
美的立式空调智行3匹圆柱客厅变频柜机智能家电冷暖官方旗舰店MJA,https://detail.tmall.com/item.htm?id=618510200480&ns=1&abbucket=6,https://g.alicdn.com/s.gif,5299,3243.739133,65,广东 佛山,565
HUMI大2匹3匹4匹挂机空调单冷家用客厅商铺壁挂式变频制冷暖一体,https://item.taobao.com/item.htm?id=624984870082&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,2499,3242.423339,18,广东 佛山,566
奥克斯一级能效变频空调挂机冷暖1p大1.5匹2匹单冷壁挂式省电节能,https://item.taobao.com/item.htm?id=616872762014&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,1399,3239.172152,72,广东 佛山,567
美的华凌大1匹p空调新一级挂机变频智能冷暖两用卧室壁挂式26HA1,https://detail.tmall.com/item.htm?id=636026722400&ns=1&abbucket=6,https://g.alicdn.com/s.gif,2499,3237.869032,27,广东 佛山,568
海尔空调1.5P匹家用挂机一级变频节能客厅卧室杀菌自清洁冷暖两用,https://detail.tmall.com/item.htm?id=617454627985&ns=1&abbucket=6,https://g.alicdn.com/s.gif,3099,3237.624974,8,重庆,569
TCL空调挂机家用大1匹1.5匹2匹p定变频单冷暖卧室新能效柔风挂式,https://item.taobao.com/item.htm?id=635421849778&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,1399,3234.399316,72,广东 中山,570
AUX/奥克斯大3匹p二级定频家用空调冷暖客厅壁挂式挂机立式ZAJA,https://detail.tmall.com/item.htm?id=613213994530&ns=1&abbucket=6,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2206766024481/O1CN01TDE3uU1iyLQg1MceD_!!0-item_pic.jpg_460x460Q90.jpg_.webp,3899,3235.56324,35,江苏 南京,571
三星韩国进口2/3匹p新能效变频冷暖客厅智能圆柱静音立式柜机空调,https://item.taobao.com/item.htm?id=601998828105&ns=1&abbucket=6#detail,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/3663866725/O1CN01AlOv9o1zY6CNlHHmo_!!3663866725.jpg_460x460Q90.jpg_.webp,7489,3242.999318,33,北京,572
Midea/美的 空调大1.5匹冷暖变频家用壁挂式省电星1P新能效挂机,https://item.taobao.com/item.htm?id=632967922686&ns=1&abbucket=6#detail,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2209884121998/O1CN015bppq51Qd80BDvWTQ_!!2209884121998.jpg_460x460Q90.jpg_.webp,1699,3240.304729,39,广东 广州,573
Gree/格力中央空调家用一拖三一拖四二五六七八变频风管机多联机,https://item.taobao.com/item.htm?id=615472929538&ns=1&abbucket=6#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2206971347883/O1CN01WhWCkj286SlUVZwSK_!!2206971347883.jpg_460x460Q90.jpg_.webp,1000,3236.40176,31,四川 成都,574
CHEBLO空调出租房专用壁挂式正1匹1.5匹2P3P单冷冷暖两用杂牌便宜,https://item.taobao.com/item.htm?id=614435937448&ns=1&abbucket=6#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2273933195/O1CN012PnKnq1ZTM2iem8oz_!!2273933195.jpg_460x460Q90.jpg_.webp,1099,3232.684539,23,广东 中山,575
中央空调2p大3匹5匹吸顶吊顶嵌入式天花机家用商铺办公室立式柜机,https://item.taobao.com/item.htm?id=578520332807&ns=1&abbucket=6#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/3993715495/O1CN01iBUTHe1qSkyge0oE9_!!3993715495.jpg_460x460Q90.jpg_.webp,2199,3230.889948,27,广东 广州,576
美的新能效空调立式客厅柜机大2匹3匹变频一级冷暖家用华凌落地式,https://item.taobao.com/item.htm?id=594399921133&ns=1&abbucket=6#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2924477845/O1CN01K4PUTn27p3nUWpgKa_!!2924477845.png_460x460Q90.jpg_.webp,1699,3228.235026,29,广东 佛山,577
Haier/海尔空调KF-26GW单冷大1P匹空调挂机 壁挂式单制冷空调节能,https://detail.tmall.com/item.htm?id=533065514187&ns=1&abbucket=6,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2855499667/O1CN01gEB7wL2LHXQh7WakS_!!0-item_pic.jpg_460x460Q90.jpg_.webp,1699,3225.589291,3,广东 深圳,578
大1.5匹变频海尔空调挂机新一级能效冷暖两用家用壁挂式智能恒温,https://detail.tmall.com/item.htm?id=629799345268&ns=1&abbucket=6,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2209215071290/O1CN012BYDEZ1LOrZXgDz76_!!0-item_pic.jpg_460x460Q90.jpg_.webp,2699,3224.67981,7,四川 广安,579
美的变频空调挂机大1匹冷静星智能冷暖壁挂式家用空调新能效PH400,https://detail.tmall.com/item.htm?id=639015723083&ns=1&abbucket=6,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2210866186483/O1CN01XwC0kx1xlGM8lDGR2_!!0-item_pic.jpg_460x460Q90.jpg_.webp,1799,3222.221741,13,广东 广州,580
【新品】奥克斯一拖一2匹变频风管机家用中央空调嵌入式卡机冷暖,https://detail.tmall.com/item.htm?id=613339281792&ns=1&abbucket=6,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/112083600/O1CN01H2Fvr91cSqV38KqQG_!!0-item_pic.jpg_460x460Q90.jpg_.webp,5599,3226.312582,3,浙江 杭州,581
Gree格力大1p1.5匹一级能效变频节能挂机智能冷暖壁挂式空调品悦,https://item.taobao.com/item.htm?id=621582464138&ns=1&abbucket=6#detail,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2207308027717/O1CN01sbpbtL26sR3qgDqey_!!0-item_pic.jpg_460x460Q90.jpg_.webp,2591.04,3225.221048,47,广东 佛山,582
万和50升Q1储水式速热电热水器电家用卫生间40L洗澡小型即热式60L,https://click.simba.taobao.com/cc_im?p=%BC%D2%D3%C3%BF%D5%B5%F7&s=1671978858&k=569&e=u5A8Br94KJwtcQF8cX9sqiAypg6f06UkZ3xmyjRVmjv01nrG7sUF35TqrB2UJv0h8kdnR9fV2UPG3vsbFcOyCcPkDEtM%2FH6M4h82ffj9WhcRkoGSS5KU6pq74YK9HK%2FhzJ5Ib5zqsLsXUbZFrSiM7Z8pXOUfaePvNeRZyC1KWwuMqa4IvokGyYRtlUHJtLiUkFDXyxW7MHdVWfgGAbmU75CAnLMdZJrKNjF%2F4leVDEgAUs1Z8BNZt%2Fx6wxeH7gnFVXWohiVuai3HN4m5uyOm6EoMWUhUZSFhra1CQGBw4AXbb6geAKQFC8wp%2F8jeTSZ%2FHrhMidg7Zt%2FEaLYN3ofvJx4Ae842xMIoGImchcRGBTfoZw%2FfDmKpBZoMKk0fpFkz%2By8v93UaEwUKmIwEeZfaiG9nrav%2BGBZgSIcuTMb2cbZvtRX%2B4oxt%2BrY3NO1Kx8w7UTIkzV7wgIdXzdNEWQftgqTzmy8ka9DVTgr%2FSxAeWqlUYKEHsZW0kYNSmx5q7Q8lWeXy7V%2FlUbMArU3nDlEBQVVSJvaBohT7yH7V3v7folZh06aReo5ulg%3D%3D,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/40856271/O1CN01wRPkWw1wCAOFZNcwL_!!0-saturn_solar.jpg_460x460Q90.jpg_.webp,549,,2909,广东 佛山,583
康标konbuy烘干机家用小型宝宝衣服速干衣风干机烘衣机杀菌干衣机,https://click.simba.taobao.com/cc_im?p=%BC%D2%D3%C3%BF%D5%B5%F7&s=1671978858&k=545&e=pQYEpOdxhZItcQF8cX9sqiAypg6f06UkZ3xmyjRVmjv01nrG7sUF35TqrB2UJv0h8kdnR9fV2UMTVNBckQ0zkligepwnaZxq83BESDbtNs4RkoGSS5KU6pq74YK9HK%2FhzJ5Ib5zqsLsXUbZFrSiM7Z8pXOUfaePvNeRZyC1KWwuMqa4IvokGyYRtlUHJtLiUkFDXyxW7MHdVWfgGAbmU75CAnLMdZJrK0WD8%2FEZMdl5OiAMiLzvs7679gs%2BSDWO8SMEV2UCIMixA2QHD5dtSzdr38%2BbwqI%2Ff%2B%2FxQqDKSauJV253Bi9%2BCUC3gGCRPiWM8vIgaD9kLTWIIqzwKHnSZFy3BirTLVWrFO%2BRPFFG8v4goMBR%2Bnm0Lykm%2F7aerXWoJLo%2BNwJffBD5szbvYv6DgMfkEHDzJig3WMW7NHjEd8tLTH5%2B%2BYHZM3nW6%2FuIbj2xgIi5Aexqtgll6dHBqQc8eYp06uYztCU89Dlnsu%2BmyqTpltS0Pm%2BjFhJGC45lSfsJJC59zb89cpeqD0WU%2BFpXmKZQWxyYRDn2V,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/50011288/O1CN01UtW8xF1LNwnPmPqAX_!!0-saturn_solar.jpg_460x460Q90.jpg_.webp,2480,3219.362414,0,广东 江门,584
美的60升V3S-G电热水器电家用卫生间速热出水断电智能家电洗澡80l,https://click.simba.taobao.com/cc_im?p=%BC%D2%D3%C3%BF%D5%B5%F7&s=1671978858&k=557&e=6tJO2v%2Fh%2B1ItcQF8cX9sqiAypg6f06UkZ3xmyjRVmjv01nrG7sUF35TqrB2UJv0h8kdnR9fV2UM8v2Q84iDMAhCClsYE5A3R83BESDbtNs4RkoGSS5KU6pq74YK9HK%2FhzJ5Ib5zqsLsXUbZFrSiM7Z8pXOUfaePvNeRZyC1KWwuMqa4IvokGyYRtlUHJtLiUkFDXyxW7MHdVWfgGAbmU75CAnLMdZJrK0WD8%2FEZMdl5OiAMiLzvs7679gs%2BSDWO8SMEV2UCIMiznnKIa876XaSL%2Bv9Ughrs7U0fz1W9xh9bDW9HGdH7nqP89RcGBimX1BeCQejA6C%2F9PhB%2ByaIfiftHxwBtMX72l1a6nHCKJEKDO91yWDTwgZp5f%2B46%2Fa6kCGQLQ6L3Y611vgVLVE4%2FUXISpkUJOoOo9N5jmj3GlRTC0AEHo2NYvcL5E%2Bvu3ZyG7EBt1c3zHdrenC%2F33MbOwQidVQyojIiNFAiWv3vG6YS0AjY941rVxW%2FivHFBJmFb1fIYVLsN%2FiNXvSUqZ9MxH1aV1Y41iZM%2BGDxhnSytRhMs%3D,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/13092455/O1CN010Ch6Qp1U0R0GUzj7d_!!2-saturn_solar.png_460x460Q90.jpg_.webp,3199,3219.327607,133,广东 佛山,585
华凌一级变频大1P/ 1.5匹省电壁挂式冷暖智能空调挂机家用,https://item.taobao.com/item.htm?id=625874761719&ns=1&abbucket=6#detail,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2207231628345/O1CN01PZOUGq2BW3pUUBKRj_!!2207231628345.jpg_460x460Q90.jpg_.webp,1349,3216.135922,31,广东 广州,586
美的空调挂机大1.5匹P风致变频壁挂式卧室冷暖两家用官方旗舰智能,https://detail.tmall.com/item.htm?id=618182216847&ns=1&abbucket=6,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2695817590/O1CN01FTTl8K25wGnfIWsEj_!!0-item_pic.jpg_460x460Q90.jpg_.webp,2599,3215.084583,6,广东 佛山,587
Panasonic/松下 大1.5匹 新三级能效变频冷暖壁挂式空调 LE13KP30,https://detail.tmall.com/item.htm?id=635422123203&ns=1&abbucket=6,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2831136002/O1CN01K0LkbH1uCxqeDIsBm_!!2831136002-0-picasso.jpg_460x460Q90.jpg_.webp,3898,3216.246003,3,广东 广州,588
Haier/海尔 KFR-72LW/07EDS83 3匹变频柜机客厅家用立式空调,https://item.taobao.com/item.htm?id=620056694972&ns=1&abbucket=6#detail,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/4002518261/O1CN01btMgdQ2AtaVFbmJ7z_!!4002518261-0-lubanu-s.jpg_460x460Q90.jpg_.webp,3799,3217.235399,4,山东 青岛,589
Gree格力26大1P1.5p匹天丽一级三级冷暖变频壁挂式智能空调新能效,https://item.taobao.com/item.htm?id=631335077132&ns=1&abbucket=6#detail,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/736457600/O1CN01ouL4mv260qk5veCui_!!0-item_pic.jpg_460x460Q90.jpg_.webp,1952.07,3215.091051,30,广东 佛山,590
美的大2匹3P柜机家用智能变频客厅圆柱立式智行空调5172LW/N8MJA3,https://item.taobao.com/item.htm?id=624965086840&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,3699,3215.909848,17,广东 佛山,591
Gree/格力大3匹云锦2代柜机圆柱新国标变频1级冷暖空调旗舰店专卖,https://detail.tmall.com/item.htm?id=624161264544&ns=1&abbucket=6,https://g.alicdn.com/s.gif,8799,3225.340743,3,广东 珠海,592
Yair/扬子空调新能效变频柜机2匹2P冷暖立式家用客厅节能柜式圆柱,https://detail.tmall.com/item.htm?id=573449612412&ns=1&abbucket=6,https://g.alicdn.com/s.gif,2899,3224.790422,4,广东 深圳,593
志高LV24C2冷暖双温大三3P匹二级能效变频客厅圆柱立柜式空调柜机,https://detail.tmall.com/item.htm?id=530631980643&ns=1&abbucket=6,https://g.alicdn.com/s.gif,5699,3228.955758,1,广东 佛山,594
Chigo/志高 KF-26GW/A169+A5G挂机大1匹1.5匹2p定频节能静音空调,https://item.taobao.com/item.htm?id=614391710207&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,1599,3226.216336,31,广东 佛山,595
华凌大1.5匹变频壁挂式冷暖智能新一级能效家用挂机空调官方35HA1,https://detail.tmall.com/item.htm?id=620008886434&ns=1&abbucket=6,https://g.alicdn.com/s.gif,2699,3225.331745,175,广东 佛山,596
Haier海尔5匹柜机中央空调立式380V变频冷暖商用BBC方形柜机120LW,https://item.taobao.com/item.htm?id=617178576650&ns=1&abbucket=6#detail,https://g.alicdn.com/s.gif,7249,3232.071558,2,山东 青岛,597
华凌空调大1.5匹1P冷暖智能新一级能效挂机美的出品智能空调HA1,https://detail.tmall.com/item.htm?id=638648263985&ns=1&abbucket=6,https://g.alicdn.com/s.gif,2199,3230.344013,15,河南 郑州,598
